BOP,GL,PL,Visible,Coterie ID,Industry,Subindustry,Class Description For Selection,Class Description,Class Selection Differentiation,Customer Friendly Name,Word Associations,Contractor Only - Office or Shop,Office/LRO/Condo,PL Group,PL Class,WC Class,Notes,Class Code,SIC Code,NAICS Code,Prop. Rate No.,Liab. Class Group,Liab. Exp. Base,EQ,EQSL
Y, ,Y,Y,10487,Medical Services,Offices,Occupational therapy  ,Occupational therapy ,,,,,,"Beauty, Health, and Wellbeing",Occupational therapy,,,63981,80**,62111*,1,1,LOI,2,H
Y, ,Y,Y,10488,Professional Services,Associations,Office Condo Association ,Office Condominium (Association risk only) ,,Office Condo Association,,,,Miscellaneous,Business manager services,,,60999,6531,531312,2,18,LOI,3,M
Y, ,,Y,10489,Retail Store & Services,Retail,Office Equipment Store  ,Office Machines or Appliances - No Repair ,,Office Equipment Store ,"Printer, Copier, Computer, Desk, Chair",,,,,,,50925,5999,453998,9,3,LOI,3,M
Y, ,,Y,10490,Wholesalers & Distributors,Distributor,Office Supply Distributor ,Office Machines or Appliances - No Repair ,,Office Supply Distributor,"Printer, Copier, Computer, Desk, Chair",,,,,,,50691,5044,421420,14,11,LOI,3,M
Y, ,,Y,10491,Wholesalers & Distributors,Distributor,Optical Goods Distributor ,Optical Goods ,,Optical Goods Distributor,"Glasses, Contacts, Sun, ",,,,,,,50721,5048,421460,13,12,LOI,3,M
Y, ,,Y,10492,Retail Store & Services,Retail,Optical Goods Store ,Optical Goods ,,Optical Goods Store,"Glasses, Contacts, Sun, ",,,,,,,59954,5995,446130,7,5,LOI,3,M
Y, ,,Y,10493,Medical Services,Texas office,Optometrists  Office - Only Building Occupant,Optometrists ,Office - Only Building Occupant,,,,Office,,,,Texas only,3281,8042,621320,1,1,LOI,2,H
, ,,,10494,Medical Services,Texas office,Optometrists  Building Owner / Lessor,Optometrists ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3281,8042,531120,1,1,LOI,2,H
Y, ,,Y,10495,Medical Services,Texas office,Optometrists  Shared Building Occupancy – Office,Optometrists ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3291,8042,621320,2,18,LOI,2,H
, ,,,10496,Medical Services,Texas office,Optometrists  Building Owner / Lessor - Office - Shared Building Occupancy,Optometrists ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3291,8042,531120,2,18,LOI,2,H
Y, ,,Y,10497,Food & Beverage,Fast Food Restaurants,Oriental Style  ,Oriental Style ,,,"Food, Diner",,,,,,,9181,5812,722211,18,32,SALES,2,M
Y, ,,Y,10498,Food & Beverage,Fast Food Restaurants,Other Ethnic Style  ,Other Ethnic Style ,,,"Food, Diner",,,,,,,9191,5812,722211,18,32,SALES,2,M
Y, ,,Y,10499,Retail Store & Services,Retail,Paint And/or Wallpaper Store ,"Paint, Wallpaper or Wallcovering Stores ",,Paint And/or Wallpaper Store,"home, ",,,,,,,52322,5231,444120,9,5,LOI,3,H
Y,Y,Y,Y,10500,Artisan Contractor,Contractor,Exterior Painting Service Office ,Painting – Exterior – Buildings or Structures – 3 stories or less in height (Not Otherwise Classified) Office,,Exterior Painting Service Office,"Outdoor, Outside, Paint, Contractor",Office,,Consultants,Other consulting services,,"A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.
This classification excludes painting of steel structures and bridges.",75601,1721,235210,19,56,PAY,3,M
Y,Y,Y,Y,10501,Artisan Contractor,Contractor,Exterior Painting Service Shop ,Painting – Exterior – Buildings or Structures – 3 stories or less in height (Not Otherwise Classified) Shop,,Exterior Painting Service Shop,"Outdoor, Outside, Paint, Contractor",Shop,,Consultants,Other consulting services,,"A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.
This classification excludes painting of steel structures and bridges.",75611,1721,235210,20,56,PAY,3,M
Y,Y,Y,Y,10502,Artisan Contractor,Contractor,Interior Painting Service Office ,Painting – Interior Buildings or Structures Office,,Interior Painting Service Office,"Paint, Wallpaper, Inside, Home,",Office,,Consultants,Other consulting services,,A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.,75631,1721,235210,19,56,PAY,3,M
Y,Y,Y,Y,10503,Artisan Contractor,Contractor,Interior Painting Service Shop ,Painting – Interior Buildings or Structures Shop,,Interior Painting Service Shop,"Paint, Wallpaper, Inside, Home,",Shop,,Consultants,Other consulting services,,A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.,75641,1721,235210,20,56,PAY,3,M
Y, ,,Y,10504,Retail Store & Services,Retail,"Painting, Picture or Frame Stores  ","Painting, Picture or Frame Stores ",,,"Picture, Paint, Frame, Copy, Art, Framing, Photo",,,,,,,59999,5999,442299,9,8,LOI,1,H
, ,,Y,10505,Retail Store & Services,Retail,"Paper and Paper Products, Rag or Rubber Stock Dealers – Secondhand  ","Paper and Paper Products, Rag or Rubber Stock Dealers – Secondhand ",,,,,,,,,,50928,5932,453310,9,3,LOI,3,H
Y,Y,Y,Y,10506,Artisan Contractor,Contractor,Wallpaper Installation Office ,Paper Hanging Office,,Wallpaper Installation Office,,Office,,Consultants,Other consulting services,,,75691,1721,235210,19,54,PAY,3,H
Y,Y,Y,Y,10507,Artisan Contractor,Contractor,Wallpaper Installation Shop ,Paper Hanging Shop,,Wallpaper Installation Shop,,Shop,,Consultants,Other consulting services,,,75701,1721,235210,20,54,PAY,3,H
Y,Y,Y,Y,10508,Professional Services,Contractor,Paralegal Services  ,Paralegal Services ,,,"Law, Lawyer, Attorney, Court",,,Consultants,Other consulting services,,,10353,8111,541199,2,51,PAY,3,M
Y, ,,Y,10509,Retail Store & Services,Retail,Pawn Shops  ,Pawn Shops ,,,"Second hand, Used, Consignment",,,,,,,59982,5932,522298,7,6,LOI,2,M
, ,,,10510,Professional Services,Offices,Payroll Service : Building Owner / Lessor,Payroll Accounting Services ,: Building Owner / Lessor,Payroll Service,"Accounting, Bookkeeping, ",,Lessors Risk Only,Miscellaneous,Accounting,,,64011,8721,531120,1,1,LOI,3,M
Y, ,Y,Y,10511,Professional Services,Offices,Payroll Service : Office - Only Building Occupant,Payroll Accounting Services ,: Office - Only Building Occupant,Payroll Service,"Accounting, Bookkeeping, ",,Office,Miscellaneous,Accounting,,,64011,8721,541214,1,1,LOI,3,M
Y, ,Y,Y,10512,Professional Services,Offices,Payroll Service : Shared Building Occupancy – Office,Payroll Accounting Services ,: Shared Building Occupancy – Office,Payroll Service,"Accounting, Bookkeeping, ",,Condominium – Office,Miscellaneous,Accounting,,,64021,8721,541214,2,18,LOI,3,M
, ,,,10513,Professional Services,Offices,Payroll Service : Building Owner / Lessor - Office - Shared Building Occupancy,Payroll Accounting Services ,: Building Owner / Lessor - Office - Shared Building Occupancy,Payroll Service,"Accounting, Bookkeeping, ",,Condominium – Office – Lessors Risk Only,Miscellaneous,Accounting,,,64021,8721,531120,2,18,LOI,3,M
Y, ,,Y,10514,Self Storage,Self Storage,Storage Yards Or Maintenance Yards ,Permanent Yards – Maintenance or Storage ,,Storage Yards Or Maintenance Yards,"Shipping, Container, ",,,,,,"This classification is applicable only to a permanent yard maintained by a contractor for the storage of material or the storage and maintenance of equipment. It is not available for division of payroll at the place where construction operations are carried on.
This classification includes products coverage only when concurrent liability insurance for products/completed operations is provided for other contracting operations of the insured.
This classification excludes mill operations or fabrication.",74361,0,0,0,0,0,0,0
Y,Y,Y,Y,10515,Professional Services,Contractor,Personal / Virtual Assistant  ,Personal / Virtual Assistant ,,,,,,Miscellaneous,Personal concierge/assistant,,,10403,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10516,Medical Services,Service,Personal Care Aides  ,Personal Care Aides ,,,,,,Miscellaneous,Personal Care Aides,,,10403,7379,541512,1,51,PAY,3,M
Y, ,Y,Y,10517,"Health, Beauty & Fitness",Offices,Personal training (health and fitness)  ,Personal training (health and fitness) ,,,,,,"Beauty, Health, and Wellbeing",Personal training (health and fitness),,,63811,6324,621491,1,1,LOI,3,M
Y, ,,Y,10518,Retail Store & Services,Retail,Pet Stores  ,Pet Stores ,,,"Cat, Dog, Bird, Animal",,,,,,,59997,5999,453910,7,5,LOI,2,M
Y,Y,Y,Y,10519,Professional Services,Contractor,Photo Editing  ,Photo Editing ,,,"Picture, Paint, Copy, Art, Photo, Camera",,,Miscellaneous,Photography,,,10525,7319,711510,1,51,PAY,3,M
Y, ,,Y,10520,Retail Store & Services,Retail Service,Photoengraving  ,Photoengraving ,,,,,,,,,,71888,2796,323122,5,2,LOI,3,M
Y, ,Y,Y,10521,Professional Services,Service,Photographers  ,Photographers ,,,"Camera, Videography, Wedding, Graduation, Photo",,,Miscellaneous,Photography,,,71899,7221/ 7335,711510,8,2,LOI,2,M
Y, ,,Y,10522,Retail Store & Services,Retail,Photographic Equipment – Retail only  ,Photographic Equipment – Retail only ,,,,,,,,,,59955,5946,443130,9,3,LOI,2,M
Y,Y,Y,Y,10523,Professional Services,Contractor,Photography  ,Photography ,,,"Camera, Videography, Wedding, Graduation, Photo",,,Miscellaneous,Photography,,,10527,7319,711510,8,51,PAY,3,M
Y, ,,Y,10524,Medical Services,Texas office,Physical Therapists  Office - Only Building Occupant,Physical Therapists ,Office - Only Building Occupant,,,,Office,,,,Texas only,3301,8049,621340,1,1,LOI,2,H
, ,,,10525,Medical Services,Texas office,Physical Therapists  Building Owner / Lessor,Physical Therapists ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3301,8049,531120,1,1,LOI,2,H
Y, ,,Y,10526,Medical Services,Texas office,Physical Therapists  Shared Building Occupancy – Office,Physical Therapists ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3311,8049,621340,2,18,LOI,2,H
, ,,,10527,Medical Services,Texas office,Physical Therapists  Building Owner / Lessor - Office - Shared Building Occupancy,Physical Therapists ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3311,8049,531120,2,18,LOI,2,H
Y, ,,Y,10528,Medical Services,Texas office,Physicians & Surgeons  Office - Only Building Occupant,Physicians & Surgeons ,Office - Only Building Occupant,,,,Office,,,,Texas only,3331,8011,561110,1,1,LOI,2,H
, ,,,10529,Medical Services,Texas office,Physicians & Surgeons  Building Owner / Lessor,Physicians & Surgeons ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3331,8011,531120,1,1,LOI,2,H
, ,,,10530,Medical Services,Texas office,Physicians & Surgeons  Building Owner / Lessor - Office - Shared Building Occupancy,Physicians & Surgeons ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3331,8011,531120,2,18,LOI,2,H
Y, ,,Y,10531,Medical Services,Texas office,Physicians & Surgeons  Shared Building Occupancy – Office,Physicians & Surgeons ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3341,8011,561110,2,18,LOI,2,H
Y, ,,Y,10532,Food & Beverage,Fast Food Restaurants,Pizza Parlor ,Pizza Shops ,,Pizza Parlor,"Food, Diner, Restaurant",,,,,,,9201,5812,722210,18,32,SALES,2,M
Y, ,,Y,10533,Food & Beverage,Limited Cooking Restaurant,Pizza Parlor ,Pizza Shops ,,Pizza Parlor,"Food, Diner",,,,,,,9211,5812,722210,17,31,SALES,2,M
Y,Y,Y,Y,10534,Artisan Contractor,Contractor,Plaster Or Stucco Work Office ,Plastering or Stucco Work Office,,Plaster Or Stucco Work Office,"Wall, Repair, Contractor",Office,,Consultants,Other consulting services,,,75751,1742,235420,19,52,PAY,3,M
Y,Y,Y,Y,10535,Artisan Contractor,Contractor,Plaster Or Stucco Work Shop ,Plastering or Stucco Work Shop,,Plaster Or Stucco Work Shop,"Wall, Repair, Contractor",Shop,,Consultants,Other consulting services,,,75761,1742,235420,20,52,PAY,3,M
Y,Y,Y,Y,10536,Artisan Contractor,Contractor,Commercial Plumbing Office ,Plumbing – Commercial (Not Industrial) Office,,Commercial Plumbing Office,"Toilet, drain, sewage, water, Plumber, Contractor",Office,,Consultants,Other consulting services,,"This classification includes:
- The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
- The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.",75781,1711,235110,19,58,PAY,3,S
Y,Y,Y,Y,10537,Artisan Contractor,Contractor,Commercial Plumbing Shop ,Plumbing – Commercial (Not Industrial) Shop,,Commercial Plumbing Shop,"Toilet, drain, sewage, water, Plumber, Contractor",Shop,,Consultants,Other consulting services,,"This classification includes:
- The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
- The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.",75791,1711,235110,20,58,PAY,3,S
Y,Y,Y,Y,10538,Artisan Contractor,Contractor,Residential Plumbing Office ,Plumbing – Residential or Domestic Office,,Residential Plumbing Office,"Toilet, drain, sewage, water, Plumber, Contractor",Office,,Consultants,Other consulting services,,"This classification includes:
The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.
This classification applies to insureds whose principal operations are in connection with 1-4 family dwellings. Also includes house connections, shop and display rooms.",75811,1711,235110,19,58,PAY,3,S
Y,Y,Y,Y,10539,Artisan Contractor,Contractor,Residential Plumbing Shop ,Plumbing – Residential or Domestic Shop,,Residential Plumbing Shop,"Toilet, drain, sewage, water, Plumber, Contractor",Shop,,Consultants,Other consulting services,,"This classification includes:
The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.
This classification applies to insureds whose principal operations are in connection with 1-4 family dwellings. Also includes house connections, shop and display rooms.",75821,1711,235110,20,58,PAY,3,S
Y, ,,Y,10540,Retail Store & Services,Retail,Plumbing Supply Store ,Plumbing Supplies and Fixtures ,,Plumbing Supply Store,"Toilet, drain, sewage, water, Plumber, Contractor",,,,,,,59999,5999,444190,9,8,LOI,2,S
Y, ,,Y,10541,Wholesalers & Distributors,Distributor,Plumbing Supply Distributor ,Plumbing Supplies and Fixtures ,,Plumbing Supply Distributor,,,,,,,,50741,5074,421720,14,15,LOI,2,S
Y, ,,Y,10542,Medical Services,Texas office,Podiatrists  Office - Only Building Occupant,Podiatrists ,Office - Only Building Occupant,,,,Office,,,,Texas only,3351,8043,621391,1,1,LOI,2,H
, ,,,10543,Medical Services,Texas office,Podiatrists  Building Owner / Lessor,Podiatrists ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3351,8043,531120,1,1,LOI,2,H
, ,,,10544,Medical Services,Texas office,Podiatrists  Building Owner / Lessor - Office - Shared Building Occupancy,Podiatrists ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3351,8043,531120,2,18,LOI,2,H
Y, ,,Y,10545,Medical Services,Texas office,Podiatrists  Shared Building Occupancy – Office,Podiatrists ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3361,8043,621391,2,18,LOI,2,H
, ,,,10546,Professional Services,Offices,Political Campaign Headquarters or Offices  : Building Owner / Lessor,Political Campaign Headquarters or Offices ,: Building Owner / Lessor,,,,Lessors Risk Only,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64031,8651,531120,1,1,LOI,3,M
Y, ,,Y,10547,Professional Services,Offices,Political Campaign Headquarters or Offices  : Office - Only Building Occupant,Political Campaign Headquarters or Offices ,: Office - Only Building Occupant,,,,Office,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64031,8651,813940,1,1,LOI,3,M
Y, ,,Y,10548,Professional Services,Offices,Political Campaign Headquarters or Offices  : Shared Building Occupancy – Office,Political Campaign Headquarters or Offices ,: Shared Building Occupancy – Office,,,,Condominium – Office,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64051,8651,813940,2,18,LOI,3,M
, ,,,10549,Professional Services,Offices,Political Campaign Headquarters or Offices  : Building Owner / Lessor - Office - Shared Building Occupancy,Political Campaign Headquarters or Offices ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64051,8651,531120,2,18,LOI,3,M
Y, ,,Y,10550,Wholesalers & Distributors,Distributor,Poultry Distributor ,Poultry ,,Poultry Distributor,,,,,,,,50671,5144,422440,15,16,LOI,2,H
Y, ,,Y,10551,Retail Store & Services,Retail,Powered Equipment Dealers  ,Powered Equipment Dealers ,,,"Mower, Tractor, Life, Skid steer, rental, ",,,,,,,50819,5251,444210,9,6,LOI,4,M
Y, ,,Y,10552,Retail Store & Services,Retail,Precision and Scientific Tools and Instruments – Retail  ,Precision and Scientific Tools and Instruments – Retail ,,,"Science, beaker, Graduated, Measure,",,,,,,,50811,5999,453998,9,6,LOI,2,M
Y,Y,Y,Y,10553,Professional Services,Contractor,Presentations  ,Presentations ,,,,,,Consultants,Other consulting services,,,10528,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10554,Professional Services,Contractor,Press Release Writing  ,Press Release Writing ,,,,,,Consultants,Other marketing/PR services,,,10529,7319,711510,1,51,PAY,3,M
Y, ,,Y,10555,Retail Store & Services,Retail Service,Printing  ,Printing ,,,"Paper, Copy, Print, ",,,,,,,71912,27**,32311,8,2,LOI,3,M
Y,Y,Y,Y,10556,Professional Services,Contractor,Process engineering  ,Process engineering ,,,,,,Architects & Engineers,Process engineering,,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10557,Professional Services,Contractor,Process server  ,Process server ,,,,,,Miscellaneous,Process server,,,10353,8111,541199,2,51,PAY,3,M
Y,Y,Y,Y,10558,Professional Services,Contractor,Product Descriptions  ,Product Descriptions ,,,,,,Consultants,Other consulting services,,,10456,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10559,Professional Services,Contractor,Product Design  ,Product Design ,,,,,,Consultants,Other consulting services,,,10404,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10560,Professional Services,Contractor,Product Management  ,Product Management ,,,,,,Consultants,Other consulting services,,,10405,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10561,Professional Services,Contractor,Product Modeling  ,Product Modeling ,,,,,,Consultants,Other consulting services,,,10369,7319,541490,1,51,PAY,3,M
Y,Y,Y,Y,10562,Professional Services,Contractor,Program Management  ,Program Management ,,,,,,IT/Technology,IT project management,,,10406,7397,541512,1,51,PAY,3,M
Y,Y,Y,Y,10563,Professional Services,Contractor,Programming  ,Programming ,,,,,,IT/Technology,Computer programming services,,,10407,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10564,Professional Services,Contractor,programming support  ,programming support ,,,,,,IT/Technology,Computer programming services,,,10408,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10565,Professional Services,Contractor,Project Management  ,Project Management ,,,"Administration, Development, Director",,,Consultants,Project management,,,10409,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10566,Professional Services,Contractor,Project manager (architecture or engineering)  ,Project manager (architecture or engineering) ,,,,,,Architects & Engineers,Project manager (architecture or engineering),,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10567,Professional Services,Contractor,Promotional Content  ,Promotional Content ,,,,,,Consultants,Advertising,,,10530,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10568,Professional Services,Contractor,Proofreading  ,Proofreading ,,,,,,Consultants,Other consulting services,,,10531,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10569,Professional Services,Contractor,Property management  ,Property management ,,,,,,Miscellaneous,Property management,,,10435,7389,541611,1,51,PAY,3,M
Y, ,Y,Y,10570,Medical Services,Offices,Psychology  ,Psychology ,,,,,,"Beauty, Health, and Wellbeing",Psychology,,,63811,6324,621491,1,1,LOI,3,M
Y,Y,Y,Y,10571,Professional Services,Contractor,Public Relations  ,Public Relations ,,,"Image, brand, company, PR",,,Consultants,Other marketing/PR services,,,10457,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10572,Professional Services,Contractor,Public relations  ,Public relations ,,,"Image, brand, company, PR",,,Miscellaneous,Public relations,,,10453,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10573,Professional Services,Contractor,QA & Testing  ,QA & Testing ,,,,,,IT/Technology,Other technology services,,,10410,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10574,Professional Services,Contractor,Quality Assurance Development  ,Quality Assurance Development ,,,,,,IT/Technology,Other technology services,,,10411,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10575,Professional Services,Contractor,Quantitative Analysis  ,Quantitative Analysis ,,,,,,IT/Technology,Other technology services,,,10412,7379,541512,1,51,PAY,3,M
, ,,,10576,Professional Services,Offices,Real Estate Agents  : Building Owner / Lessor,Real Estate Agents ,: Building Owner / Lessor,,"Home, Buy, Sales, House, ",,Lessors Risk Only,Miscellaneous,Real estate agents/brokers,,,64061,6531,531120,1,1,LOI,3,M
Y, ,Y,Y,10577,Professional Services,Offices,Real Estate Agents  : Office - Only Building Occupant,Real Estate Agents ,: Office - Only Building Occupant,,"Home, Buy, Sales, House, ",,Office,Miscellaneous,Real estate agents/brokers,,,64061,6531,531210,1,1,LOI,3,M
Y, ,Y,Y,10578,Professional Services,Offices,Real Estate Agents  : Shared Building Occupancy – Office,Real Estate Agents ,: Shared Building Occupancy – Office,,"Home, Buy, Sales, House, ",,Condominium – Office,Miscellaneous,Real estate agents/brokers,,,64071,6531,531210,2,18,LOI,3,M
, ,,,10579,Professional Services,Offices,Real Estate Agents  : Building Owner / Lessor - Office - Shared Building Occupancy,Real Estate Agents ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Home, Buy, Sales, House, ",,Condominium – Office – Lessors Risk Only,Miscellaneous,Real estate agents/brokers,,,64071,6531,531120,2,18,LOI,3,M
Y, ,Y,,10580,Professional Services,Offices,Real estate agents/brokers  ,Real estate agents/brokers ,,,,,,Miscellaneous,Real estate agents/brokers,,,64061,6531,531210,1,1,LOI,3,M
Y,Y,Y,Y,10581,Professional Services,Contractor,Recruiting (employment placements)  ,Recruiting (employment placements) ,,,,,,Miscellaneous,Recruiting (employment placements),,,10436,7389,541612,1,51,PAY,3,M
Y, ,,Y,10582,Retail Store & Services,Retail,Commercial Refrigeration Equipment Store ,Refrigeration Equipment – Commercial ,,Commercial Refrigeration Equipment Store,"Cold, Refrigerator, Climate, shop",,,,,,,59983,5999,453998,9,8,LOI,3,M
Y, ,,Y,10583,Wholesalers & Distributors,Distributor,Commercial Refrigeration Equipment Distributor ,Refrigeration Equipment – Commercial ,,Commercial Refrigeration Equipment Distributor,"Cold, Refrigerator, Climate",,,,,,,50771,5078,421740,14,15,LOI,3,M
Y,Y,Y,Y,10584,Artisan Contractor,Contractor,Commercial Refrigeration System Repair Office ,"Refrigeration Systems or Equipment – Dealers and Distributors and Installation, Servicing or Repair – Commercial Office",,Commercial Refrigeration System Repair Office,"Cold, Refrigerator, Climate",Office,,Consultants,Other consulting services,,"This classification applies to risks engaged in:
Sales and installation, servicing or repair of refrigeration systems and equipment.
Installation, servicing or repair of refrigeration systems or equipment only.
This classification includes the sales and installation of ducts and piping and also includes shop and display rooms.",75871,1711,235110,19,57,PAY,3,M
Y,Y,Y,Y,10585,Artisan Contractor,Contractor,Commercial Refrigeration System Repair Shop ,"Refrigeration Systems or Equipment – Dealers and Distributors and Installation, Servicing or Repair – Commercial Shop",,Commercial Refrigeration System Repair Shop,"Cold, Refrigerator, Climate",Shop,,Consultants,Other consulting services,,"This classification applies to risks engaged in:
Sales and installation, servicing or repair of refrigeration systems and equipment.
Installation, servicing or repair of refrigeration systems or equipment only.
This classification includes the sales and installation of ducts and piping and also includes shop and display rooms.",75881,1711,235110,20,57,PAY,3,M
Y,Y,Y,Y,10586,Professional Services,Contractor,Research  ,Research ,,,,,,Consultants,Research consulting,,,10441,7319,541715,1,51,PAY,3,M
Y,Y,Y,Y,10587,Artisan Contractor,Contractor,Residential Cleaning Service Office ,Residential Cleaning Services Office,,Residential Cleaning Service Office,"Clean, Maid, house, ",Office,,Consultants,Other consulting services,,,76221,7349,561720,8,55,PAY,3,M
Y,Y,Y,Y,10588,Artisan Contractor,Contractor,Residential Cleaning Service Shop ,Residential Cleaning Services Shop,,Residential Cleaning Service Shop,"Clean, Maid, house, ",Shop,,Consultants,Other consulting services,,,76231,7349,561720,8,55,PAY,3,M
Y, ,Y,Y,10589,Professional Services,Associations,Residential Condo Association ,Residential Condominium (Association risk only) ,,Residential Condo Association,,,,Miscellaneous,Business manager services,,,69145,6531,531311,3,17,LOI,3,M
Y,Y,Y,Y,10590,Professional Services,Contractor,Resumes & Cover Letters  ,Resumes & Cover Letters ,,,,,,Consultants,Resume consultant,,,10533,7319,711510,1,51,PAY,3,M
Y, ,,Y,10591,Retail Store & Services,Retail,Retail Stores (Not Otherwise Classified)  ,Retail Stores (Not Otherwise Classified) ,,,,,,,,,,59999,5999,453998,9,8,LOI,3,M
Y, ,,Y,10592,Food & Beverage,Fast Food Restaurants,Roast Beef  ,Roast Beef ,,,"Food, Diner",,,,,,,9221,5812,722211,18,32,SALES,2,M
,,,,10593,Artisan Contractor,Contractor,Residential Roofing Office ,Roofing – Residential Office,,Residential Roofing Office,"Contractor, Roof, Shingle, House",Office,,Consultants,Other consulting services,,,75931,1761,235610,19,59,PAY,3,S
,,,,10594,Artisan Contractor,Contractor,Residential Roofing Shop ,Roofing – Residential Shop,,Residential Roofing Shop,"Contractor, Roof, Shingle, House",Shop,,Consultants,Other consulting services,,,75941,1761,235610,20,59,PAY,4,S
Y,Y,Y,Y,10595,Professional Services,Contractor,Safety Consultants  ,Safety Consultants ,,,,,,Miscellaneous,Safety Consultants,,,10399,7379,541512,1,51,PAY,3,M
Y, ,,Y,10596,Food & Beverage,Limited Cooking Restaurant,Salad Bars  ,Salad Bars ,,,"Food, Diner",,,,,,,9231,5812,722211,17,31,SALES,2,M
Y,Y,Y,Y,10597,Professional Services,Contractor,Sales Representatives  ,Sales Representatives ,,,,,,Miscellaneous,Sales Representatives,,,10453,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10598,Professional Services,Contractor,Scripts & Utilities  ,Scripts & Utilities ,,,,,,IT/Technology,Other technology services,,,10413,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10599,Professional Services,Contractor,Scrum Master  ,Scrum Master ,,,,,,IT/Technology,IT project management,,,10414,7397,541512,1,51,PAY,3,M
Y, ,,Y,10600,Food & Beverage,Fast Food Restaurants,Seafood  ,Seafood ,,,"Food, Diner",,,,,,"(When Take Out Only Restaurants – No on-premises consumption of food and any other eligible restaurant classification applies, rate and code the restaurant as Take Out Only Restaurants – No on-premises consumption of food.)",9241,5812,722211,18,32,SALES,2,M
